cycle,px_hex,py_hex,v_hex,theta_hex,omega_hex,a_hex,z_hex,vz_hex,az_hex,p11_hex,p22_hex,p33_hex,p44_hex,p55_hex,p66_hex,p77_hex,p88_hex,p99_hex
690,FFEFD56E7D9E,FFEE8D298829,FFFFF93BBE4D,00002E4C41D1,0000104D7F9E,FFFFFAC7B04B,FFFFC3BD57E9,FFFFFED20F04,FFFFFFFF36CB,0000012161BE,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
691,FFEFD3815B0E,FFEE8DEC3F3F,FFFFF92105D6,00002E9FBC1D,0000104DA2C4,FFFFFAC818B8,FFFFC41DBA73,FFFFFED38C3B,FFFFFFFF3AA2,0000012161BE,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
692,FFEFD0AE9E6C,FFEE8E4100C3,FFFFF906506D,00002EF3377B,0000104DD8B1,FFFFFAC8B9B0,FFFFC4EB366D,FFFFFED6A3C9,FFFFFFFF4294,0000012161BE,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
693,FFEFCEB52CE9,FFEE8E22A356,FFFFF8EB9D91,00002F46B3CD,0000104DFFDD,FFFFFAC92DEB,FFFFC434C755,FFFFFED4082E,FFFFFFFF3BF0,0000012161BE,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
694,FFEFCCA79346,FFEE8EE02B9C,FFFFF8D0ECE0,00002F9A30C8,0000104E2587,FFFFFAC99DF2,FFFFC44F3C54,FFFFFED47E54,FFFFFFFF3D28,0000012161BE,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
695,FFEFCA3BC30F,FFEE8F2C3313,FFFFF8B63EEB,00002FEDAEB6,0000104E53D3,FFFFFACA27E6,FFFFC410DB09,FFFFFED3A657,FFFFFFFF3B0A,0000012161BE,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
696,FFEFC821F710,FFEE8F9C38D7,FFFFF89B935A,000030412D6B,0000104E7B67,FFFFFACA9DC3,FFFFC44D0910,FFFFFED49B55,FFFFFFFF3D83,0000012161BE,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
697,FFEFC566F3BE,FFEE90809A53,FFFFF880EAAD,00003094AD27,0000104EAD95,FFFFFACB33A5,FFFFC44D0F12,FFFFFED4AE09,FFFFFFFF3DBC,0000012161BE,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
698,FFEFC2F3ED14,FFEE91A3A5D4,FFFFF86644B6,000030E82DD3,0000104ED97C,FFFFFACBB6B1,FFFFC409BE8B,FFFFFED3C372,FFFFFFFF3B6F,0000012161BE,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
699,FFEFBF7F4D09,FFEE9241F4A8,FFFFF84BA264,0000313BAFB7,0000104F1A7B,FFFFFACC798A,FFFFC440E654,FFFFFED4A58F,FFFFFFFF3DC2,0000012161BE,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
700,FFEFBBAD61D1,FFEE93168C31,FFFFF8310446,0000318F330C,0000104F61AE,FFFFFACD4F68,FFFFC4D79DD7,FFFFFED6EF1B,FFFFFFFF43AE,0000012161BE,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
701,FFEFB8506263,FFEE94740C7A,FFFFF81669F1,000031E2B7A4,0000104F9E4E,FFFFFACE0540,FFFFC4793392,FFFFFED59E8D,FFFFFFFF405B,0000012161BE,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
702,FFEFB40AB3EB,FFEE95211B3D,FFFFF7FBD442,000032363DDF,0000104FEEB4,FFFFFACEF6FC,FFFFC48AD18E,FFFFFED5F376,FFFFFFFF4149,0000012161BE,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
703,FFEFAF376AA8,FFEE96DC1BF1,FFFFF7E143C1,00003289C5D4,000010504627,FFFFFACFFE3C,FFFFC3D52908,FFFFFED35ACE,FFFFFFFF3ABB,0000012161BE,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
704,FFEFAA1680CA,FFEE97B9A92A,FFFFF7C6B8FA,000032DD4FB6,00001050A632,FFFFFAD11FD5,FFFFC3793133,FFFFFED2139C,FFFFFFFF3790,0000012161BE,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
705,FFEFA5999CB9,FFEE97EEE9C9,FFFFF7AC337A,00003330DB57,00001050FC05,FFFFFAD222C5,FFFFC3BB80DF,FFFFFED31FC5,FFFFFFFF3A58,0000012161BD,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
706,FFEFA00F359E,FFEE997818C1,FFFFF791B3E5,0000338468D7,000010516178,FFFFFAD3556E,FFFFC43C641A,FFFFFED51746,FFFFFFFF3F77,0000012161BE,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
707,FFEF9B9F966A,FFEE9ACFA59C,FFFFF7773970,000033D7F81D,00001051B266,FFFFFAD449CF,FFFFC41F629A,FFFFFED4BCD2,FFFFFFFF3EA2,0000012161BD,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
708,FFEF95695EB2,FFEE9C7DE147,FFFFF75CC592,0000342B899F,00001052240E,FFFFFAD5A212,FFFFC3C7FF60,FFFFFED386D6,FFFFFFFF3BA5,0000012161BE,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
709,FFEF90D0AD21,FFEE9DD68278,FFFFF742570E,0000347F1CD9,0000105277D0,FFFFFAD69FB3,FFFFC3A6019C,FFFFFED319AC,FFFFFFFF3AA2,0000012161BE,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
710,FFEF8B5993AB,FFEE9EE66925,FFFFF727EE87,000034D2B22F,00001052DD17,FFFFFAD7D2BF,FFFFC315B63A,FFFFFED10DAB,FFFFFFFF357D,0000012161BE,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
711,FFEF85A676FE,FFEE9FD01C54,FFFFF70D8C45,000035264986,00001053471E,FFFFFAD914D5,FFFFC361B6FF,FFFFFED23E54,FFFFFFFF38A1,0000012161BE,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
712,FFEF7FB439D7,FFEEA1728C8C,FFFFF6F3309F,00003579E30B,00001053B34B,FFFFFADA5DF6,FFFFC3AA5C65,FFFFFED36252,FFFFFFFF3BA8,0000012161BE,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
713,FFEF7A14A4A4,FFEEA2F62371,FFFFF6D8DB47,000035CD7EAE,0000105419A5,FFFFFADB9582,FFFFC35DC2CD,FFFFFED254F1,FFFFFFFF3913,0000012161BE,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
714,FFEF7430F9F6,FFEEA454F260,FFFFF6BE8C76,000036211C70,00001054857B,FFFFFADCDDF8,FFFFC33243E9,FFFFFED1C41B,FFFFFFFF37B9,0000012161C0,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
715,FFEF6EB3A8E9,FFEEA5EF5FA1,FFFFF6A443BE,00003674BC27,00001054E8C0,FFFFFADE0CBB,FFFFC361A038,FFFFFED28906,FFFFFFFF39CA,0000012161C0,0000012161C2,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
716,FFEF68B2D43E,FFEEA7A7C630,FFFFF68A0195,000036C85E17,00001055555C,FFFFFADF581C,FFFFC3460AD2,FFFFFED2340A,FFFFFFFF3909,0000012161BF,0000012161C3,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
717,FFEF62BCBDC5,FFEEA8997A49,FFFFF66FC61F,0000371C0242,00001055C385,FFFFFAE0A8E9,FFFFC35DCAFB,FFFFFED2A028,FFFFFFFF3A3D,0000012161C0,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
718,FFEF5C9AAC97,FFEEA8EF15D0,FFFFF65591A7,0000376FA8B1,0000105636C7,FFFFFAE209C5,FFFFC43C55C8,FFFFFED5F7FF,FFFFFFFF42EA,0000012161BF,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
719,FFEF56A85E8E,FFEEAA0BA70D,FFFFF63B63E3,000037C35168,00001056A3DF,FFFFFAE357F0,FFFFC3F8AE34,FFFFFED50C36,FFFFFFFF40A9,0000012161C0,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
720,FFEF50D9F277,FFEEAB5533BC,FFFFF6213CB5,00003816FC37,000010570DA7,FFFFFAE49C27,FFFFC3CA44D2,FFFFFED47059,FFFFFFFF3F34,0000012161BF,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
721,FFEF4A462EBF,FFEEABCEFA61,FFFFF6071CD8,0000386AA98E,00001057887D,FFFFFAE61548,FFFFC398FC1E,FFFFFED3C9BA,FFFFFFFF3DA8,0000012161C0,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
722,FFEF4410594D,FFEEAC96FBA4,FFFFF5ED0428,000038BE5920,00001057FB27,FFFFFAE77601,FFFFC401483A,FFFFFED564C7,FFFFFFFF41DE,0000012161BF,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
723,FFEF3EB667A7,FFEEAD72BC07,FFFFF5D2F1AB,000039120AB0,000010585D59,FFFFFAE8A40F,FFFFC3F57B14,FFFFFED54B18,FFFFFFFF41B5,0000012161BF,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
724,FFEF38F2B113,FFEEAE036FAC,FFFFF5B8E5B3,00003965BE78,00001058C823,FFFFFAE9ED06,FFFFC3C9C4AB,FFFFFED4B967,FFFFFFFF405E,0000012161BF,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
725,FFEF32FF8411,FFEEAF3297DF,FFFFF59EE055,000039B9743E,00001059342C,FFFFFAEB3A69,FFFFC46B2776,FFFFFED72B2A,FFFFFFFF46BC,0000012161BF,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
726,FFEF2D13E453,FFEEAFF70416,FFFFF584E19B,00003A0D2C4E,00001059A0F0,FFFFFAEC8A56,FFFFC4E2171D,FFFFFED8FD32,FFFFFFFF4B83,0000012161BF,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
727,FFEF2635AF8A,FFEEB09D3765,FFFFF56AEAAD,00003A60E6E8,0000105A1FC6,FFFFFAEE1265,FFFFC4728B3A,FFFFFED76C4B,FFFFFFFF47A8,0000012161BF,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
728,FFEF1E4C09B1,FFEEB085517E,FFFFF550FCA9,00003AB4A4A1,0000105AB45F,FFFFFAEFDE9E,FFFFC3B56B64,FFFFFED4B7B3,FFFFFFFF40EE,0000012161BF,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
729,FFEF15F3805D,FFEEB096654D,FFFFF537184A,00003B086548,0000105B501D,FFFFFAF1C230,FFFFC44583DF,FFFFFED6E885,FFFFFFFF46B6,0000012161BF,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
730,FFEF0DC43992,FFEEB103456D,FFFFF51D3D4C,00003B5C2908,0000105BE77C,FFFFFAF398C1,FFFFC4045CA8,FFFFFED60635,FFFFFFFF449B,0000012161BF,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
731,FFEF04B9E8D7,FFEEB0BA1C7B,FFFFF5036CC0,00003BAFF025,0000105C90DC,FFFFFAF5A7FF,FFFFC45DF73B,FFFFFED76A0E,FFFFFFFF4856,0000012161C1,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
732,FFEEFBFC54C4,FFEEB11633ED,FFFFF4E9A64C,00003C03BA97,0000105D3246,FFFFFAF79F4D,FFFFC390EEB0,FFFFFED479A0,FFFFFFFF40FF,0000012161C1,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
733,FFEEF22C759A,FFEEB0552ACB,FFFFF4CFEB2F,00003C5788C4,0000105DEAB6,FFFFFAF9DFD8,FFFFC40F8DA4,FFFFFED668CA,FFFFFFFF4628,0000012161C1,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
734,FFEEE96D0250,FFEEAFDC4654,FFFFF4B63A78,00003CAB5A46,0000105E8E3F,FFFFFAFBDFE2,FFFFC396EA78,FFFFFED4B5DD,FFFFFFFF41FF,0000012161C0,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
735,FFEEE02BA070,FFEEAF99327F,FFFFF49C9482,00003CFF2F09,0000105F3A19,FFFFFAFDFB13,FFFFC3F655DA,FFFFFED62FA6,FFFFFFFF45F6,0000012161C1,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
736,FFEED6B6A8A5,FFEEAE5DBB29,FFFFF482F9A1,00003D53077E,0000105FEC87,FFFFFB002BB3,FFFFC3EA0683,FFFFFED61439,FFFFFFFF45EE,0000012161C1,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
737,FFEECD77EDE8,FFEEAD3D3EDC,FFFFF46969D4,00003DA6E377,000010609A5F,FFFFFB024EE3,FFFFC38199A7,FFFFFED49E53,FFFFFFFF4269,0000012161C2,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
738,FFEEC457CC48,FFEEAC63648B,FFFFF44FE4AE,00003DFAC2ED,0000106144D3,FFFFFB046854,FFFFC36A6593,FFFFFED459F1,FFFFFFFF41EE,0000012161C3,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
739,FFEEBACFE888,FFEEACA2AE34,FFFFF4366A8D,00003E4EA5CD,00001061F2B0,FFFFFB068DF1,FFFFC3B99EB7,FFFFFED596D0,FFFFFFFF4548,0000012161C4,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
740,FFEEB039F73C,FFEEABEC1977,FFFFF41CFC92,00003EA28C95,00001062B691,FFFFFB08FA67,FFFFC3AF8A78,FFFFFED583D1,FFFFFFFF4554,0000012161C4,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
741,FFEEA6335428,FFEEAC5FACA3,FFFFF4039A56,00003EF676F4,000010636C0D,FFFFFB0B3A6B,FFFFC3CE4DCB,FFFFFED60A6A,FFFFFFFF46E4,0000012161C4,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
742,FFEE9C90E203,FFEEAB5195FE,FFFFF3EA4360,00003F4A6512,000010641EE6,FFFFFB0D72F6,FFFFC45BA0B3,FFFFFED830E2,FFFFFFFF4CA0,0000012161C5,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
743,FFEE93471BFB,FFEEAAB2B631,FFFFF3D0F789,00003F9E569D,00001064C9CE,FFFFFB0F9306,FFFFC367DC1C,FFFFFED4AED3,FFFFFFFF43DA,0000012161C3,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
744,FFEE8C0281CE,FFEEAA8E4021,FFFFF3B7B45C,00003FF24AAE,000010654E39,FFFFFB11392A,FFFFC3F1C78A,FFFFFED6C870,FFFFFFFF4964,0000012161C4,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
745,FFEE8567EF51,FFEEAA656412,FFFFF39E78FE,000040464134,00001065C697,FFFFFB12B913,FFFFC3BD938A,FFFFFED616E7,FFFFFFFF47C0,0000012161C4,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
746,FFEE80014B1B,FFEEAA13F3DB,FFFFF3854440,0000409A39CD,000010662997,FFFFFB13F4E8,FFFFC33F0221,FFFFFED44DA4,FFFFFFFF434E,0000012161C4,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
747,FFEE7AB3EF7B,FFEEA95498F2,FFFFF36C15B8,000040EE345C,000010668C11,FFFFFB152F4F,FFFFC2C5C519,FFFFFED2987E,FFFFFFFF3F14,0000012161C4,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
748,FFEE75DB2078,FFEEA88CD8BC,FFFFF352ED0C,0000414230B7,00001066E64D,FFFFFB164FA7,FFFFC2E15955,FFFFFED3131C,FFFFFFFF4071,0000012161C4,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
749,FFEE70F5F9C9,FFEEA7A8E041,FFFFF339CA2B,000041962ED9,000010674199,FFFFFB1773D4,FFFFC3593675,FFFFFED4E8DA,FFFFFFFF453F,0000012161C4,0000012161C1,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
